food_name,province,tp_group,kcal_group,kcal_100g,n_samples,std_kcal
Afyonkarahisar Nişan Kurabiyesi / Afyonkarahisar Gelin Kurabiyesi,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Afyonkarahisar Patatesli Ekmeği,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Afyonkarahisar Çullama Köfte,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Afyonkarahisar Övmesi / Afyon Övmesi,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Afyon Bükmesi,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Afyon İlibada Sarması/Afyon İlibada Dolması/Afyonkarahisar İlibada Sarması/Afyonkarahisar İlibada Dolması,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sandıklı Haşhaş Ezmesi,Afyonkarahisar,Diğer ürünler,diğer,356.8,15,145.07791010350266
Afyon Kebabı,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Afyonkarahisar Göce Köftesi / Afyon Göce Köftesi,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Afyon Kaymağı,Afyonkarahisar,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Afyonkarahisar Haşhaş Ezmesi,Afyonkarahisar,Diğer ürünler,diğer,356.8,15,145.07791010350266
Emirdağ Dolgulu Köftesi,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Afyon Kaymaklı Ekmek Kadayıfı,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Afyon Dana Tandır / Afyonkarahisar Dana Tandır,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Emirdağ Yumurtalı Pidesi,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Sultandağı Gılli Kirazı,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sandıklı Saç Eti,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sandıklı Leblebisi,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sandıklı Kürek Helvası,Afyonkarahisar,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Sandıklı Kapama Yemeği,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sandıklı Haşhaşlı Tahinli Pidesi,Afyonkarahisar,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Nuribey Mor Mozaik Kestane Kabağı,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sandıklı Alacaşı,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Bolvadin Mantısı,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Bolvadin Fırın Eti,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Dinar Taptama Köfte / Dinar Taplama Köfte,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çay İlçesi Vişnesi,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Şuhut Keşkeği,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Karacalar Üzümü,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Şuhut Patatesi,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Emirdağ Koyun Yoğurdu,Afyonkarahisar,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
İscehisar Mermer Kebabı,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Emirdağ Güveci,Afyonkarahisar,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sultandağı Kirazı,Afyonkarahisar,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Aksaray Un Kurabiyesi / Aksaray Asker Kurabiyesi,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Çerezlik Ayçekirdeği,Aksaray,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Aksaray İnceelek Tatlısı,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Şerbetli Pidesi,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Şeker Böreği,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Tahinlisi,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Köpük Helva,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Kabak Çekirdeği,Aksaray,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Eşmekaya Yoğurdu,Aksaray,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Gelveri Ekmeği,Aksaray,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aksaray Tulum Kebabı,Aksaray,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Unutma Beni Tatlısı,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Amasya Cevizli Ballı Baklavası,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Merzifon Keşkeği,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Çöreği,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Amasya Çiçek Bamyası,Amasya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Amasya Çatal Çorbası,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Yağlısı,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Amasya Yanuç,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Amasya Toyga Çorbası,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Etli Çiçek Bamyası Yemeği,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Patlıcan Pehli,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Misket Elması,Amasya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Amasya Baklalı Dolması,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Kirazı,Amasya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Amasya Keşkeği,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Kaypağı/Amasya Piruhisi,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Burmalı Amasya Çöreği,Amasya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Suluova Soğanı,Amasya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Amasya Ayva Gallesi,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Amasya Sıkma Tarhanası,Amasya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ankara Döneri,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kızılcahamam Bazlaması,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Akyurt Fıtı Çorbası,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Şereflikoçhisar Tahinli Pidesi,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Akyurt Toyga Aşı / Akyurt Toyga Çorbası,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çamlıdere Höşmerim Tatlısı,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Akyurt Homaçası,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çubuk Turşusu,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Çubuk Vişnesi,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Akyurt Teberik Fasulyesi,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Akyurt Tutmaç Aşı /Çorbası,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Akyurt Soğuk Çorbası,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Beypazarı Kurusu,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Çubuk Homaçası,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Polatlı Soğanı,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Akyurt Tandır Böreği,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Mamak Kutludüğün Ekşi Maya Ekmeği,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ankara Tava,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ankara Simidi,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Mamak Ravak Yoğurdu,Ankara,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Kalecik Ekmeği,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kalecik Karası Üzümü,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kalecik Çöreği,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Beypazarı Dolması / Beypazarı Yaprak Sarması,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Beypazarı Cevizli Tatlı Sucuk,Ankara,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Beypazarı Höşmerim Tatlısı,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ayaş Dutu,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Elmadağ Tandır Ekmeği,Ankara,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ayaş Domatesi,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kazan Kavunu,Ankara,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kazan Kavurması,Ankara,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ankara Erkeç Pastırması,Ankara,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Beypazarı Havuç Lokumu,Ankara,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Antalya Piyazı,Antalya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Manavgat Altın Susamı,Antalya,Diğer ürünler,diğer,356.8,15,145.07791010350266
Alanya Avokadosu,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Finike Portakalı,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gazipaşa Çekirdeksiz Narı,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antalya Kabak Tatlısı,Antalya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Antalya Paça Çorbası,Antalya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Antalya Serpme Böreği,Antalya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Antalya Tavşan Yüreği Zeytini,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antalya Topak Kızartması,Antalya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Alanya Keçiboynuzu / Alanya Harnub,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Alanya Muzu,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Alanya Yenidünyası,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Korkuteli Karyağdı Armudu,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antalya Bergamot Kabuğu Reçeli,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Alanya Gülüklü (Hülüklü) Çorba,Antalya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Alanya Fıstıklı Limonata,Antalya,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Kaş Margaz Üzümü,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Antalya Turunç Kabuğu Reçeli,Antalya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ardahan Çiçek Balı,Ardahan,Bal,bal,326.0,2,1.4142135623730951
Posof Fasulyesi,Ardahan,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Hanak Tel Peyniri,Ardahan,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Posof Elması / Badele Elması,Ardahan,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ardahan Kavılca Buğdayı,Ardahan,Diğer ürünler,diğer,356.8,15,145.07791010350266
Ardahan Kaz Eti,Ardahan,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Arhavi Termonisi,Artvin,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Arhavi Kestane Balı,Artvin,Bal,bal,326.0,2,1.4142135623730951
Şavşat Ketesi,Artvin,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hopa Laz Böreği,Artvin,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hopa Hamsili Ekmeği,Artvin,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hatila Balı,Artvin,Bal,bal,326.0,2,1.4142135623730951
Puçuko,Artvin,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Borçka Demir Elması,Artvin,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Yenipazar Pidesi,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Söke Peksimeti,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Olukbaşı Oğlak Çevirme Kebabı,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kuyucak Portakalı,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Dalama Tandırı,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Nazilli Pidesi,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Söke Tahinli Pidesi,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Nazilli Kar Helvası,Aydın,Dondurmalar ve yenilebilir buzlar,dondurmalar,145.5,2,43.1335136523794
Sultanhisar Çileği,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Söke Pidesi,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Söke Kulak Çorbası,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Söke Tatlı Maya Ekmeği,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ortaklar Çöp Şiş,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Aydın Kabak Tatlısı,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Söke Kulak Tatlısı,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aydın Memecik Zeytini,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
İncirliova Deve Sucuğu,Aydın,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Germencik Ekşili Tavuk,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Bozdoğan Cevizli Sucuğu,Aydın,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Karacasu Pidesi,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Çine Köftesi,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Aydın İnciri,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Aydın Yuvarlaması,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Aydın Yamalak Sarısı Zeytini,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Aydın Çam Fıstığı,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Aydın Kestanesi,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Dikmen Çiçek Balı / Dikmen Kekik Balı,Aydın,Bal,bal,326.0,2,1.4142135623730951
Bozdoğan Pidesi,Aydın,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Aydın Enginarı,Aydın,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Dedebağ Keşkeği / Karacasu Keşkeği,Aydın,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ağrı Haşıl Yemeği,Ağrı,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Doğubayazıt Aşure Tatlısı,Ağrı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ağrı Geven Balı,Ağrı,Bal,bal,326.0,2,1.4142135623730951
Ağrı Yaprak Döneri,Ağrı,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ağrı Tulum Peyniri,Ağrı,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Doğubayazıt Abdigör Köftesi,Ağrı,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ayvalık Sakızlı Kurabiye,Balıkesir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Yağlılar Basma Helvası,Balıkesir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
İvrindi Kelle Peyniri,Balıkesir,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Manyas Kazak Fasulyesi,Balıkesir,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Manyas Kelle Peyniri,Balıkesir,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Savaştepe Sarıbeyler Seferberlik Çöreği,Balıkesir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Sındırgı Kornişonu,Balıkesir,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sındırgı Çıtır Kavun,Balıkesir,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ayvalık Karadiken,Balıkesir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Susurluk Tostu,Balıkesir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Avşa Ada Karası Şarabı,Balıkesir,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Balıkesir Gönen Pirinci,Balıkesir,Diğer ürünler,diğer,356.8,15,145.07791010350266
Savaştepe Mihaliç Kelle Peyniri,Balıkesir,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Avşa Ada Karası Üzümü,Balıkesir,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Edremit Körfezi Yeşil Çizik Zeytini,Balıkesir,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Susurluk Ayranı,Balıkesir,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Balıkesir Kuzu Eti,Balıkesir,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Balıkesir Kaymaklısı,Balıkesir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Balıkesir Höşmerim Tatlısı,Balıkesir,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Balıkesir Göbel Kuzu Kokoreci / Balıkesir Kuzu Kokoreci,Balıkesir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Balıkesir Etli Çorba,Balıkesir,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Balıkesir Manda Kaymağı,Balıkesir,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
